n,id,date,text,lang,source
12477,ici_radio-canada_ca_nouvelle_2128404_changement-finance-portefeuille-2025_20250103_173350,2025-01-03,Hydro-Québec a présenté en août 2024 à la Régie de l’énergie sa demande tarifaire visant des hausses applicables à compter du 1er avril 2025.,FR,headlines
19670,ici_radio-canada_ca_nouvelle_2120288_randy-boissonnault-identite-autochtone-ethique_20241115_221328,2024-11-15,"Boissonnault se définit aujourd'hui comme une personne adoptée par une famille autochtone, mais qui n'a jamais revendiqué le statut d'autochtone au sens de la Loi, a-t-il expliqué aux journalistes en marge d'une annonce sur le logement à Edmonton.",FR,headlines
6596,winnipeg_ctvnews_ca_intimate-partner-violence-led-to-triple-homicide-in-mccreary-manitoba-rcmp-1_7008685_20240821_232330,2024-08-21,"Glover was described as a ""narcissist"" who was ""very controlling,"" isolating her from friends and family and was allegedly trying to manipulate their children against her.",EN,headlines
39514,441323HAN323-12786073,2024-06-03,"Plus j’y pense, plus je l’aime, cette image.",FR,parliament
6087,www_thestar_com_news_world_us-election-day-live-updates-america-votes-for-next-president_article_60fc0b9a-9aad-11ef-9a17-83ca885a5f48_html_20241105_232417,2024-11-05,"“I am well,” Harris told the person.",EN,headlines
30327,441309HAN309-12722864,2024-05-06,C'est important de le dire.,FR,parliament
11724,ici_radio-canada_ca_nouvelle_2086286_joe-biden-abc-entrevue-elections_20240707_025329,2024-07-07,"[En] l'absence de réponse énergique de la part du président lui-même à la suite de ce débat, je ne pense pas que le président puisse mener une campagne efficace et gagner contre Donald Trump.",FR,headlines
12333,www_journaldemontreal_com_2024_10_23_video-hypnose-spirituelle-de-regression-un-credit-dimpot-pour-etudier-ses-vies-anterieures_20241023_083326,2024-10-23,Le Journal a appris que l’IIHS a bel et bien été accrédité par Revenu Québec comme un «établissement d’enseignement» cette année.,FR,headlines
13712,ici_radio-canada_ca_info_en-direct_1012025_debat-walz-vance-elections-presidence-etats-unis_20241002_050328,2024-10-02,Les deux candidats se sont entendus sur le besoin d’améliorer des congés payés pour les parents de jeunes enfants.,FR,headlines
38277,441337HAN337-12856836,2024-09-17,"Cela dit, à bien des égards, ce soit presque secondaire.",FR,parliament
9057,www_thestar_com_politics_federal_insiders-say-liberal-mps-turned-up-the-pressure-on-justin-trudeau-during-a-private-call_article_0aa2b712-3950-11ef-8e83-9fb4aec918e2_html_20240704_030353,2024-07-04,The sources agreed to speak on condition they aren’t identified.,EN,headlines
2533,vancouversun_com_news_hitman-killed-surrey-man-sentenced_20250129_063335,2025-01-29,"“When he did so, they approached his vehicle and fired a total of seven shots at him at close range, causing his death.",EN,headlines
29663,441306HAN306-12709386,2024-05-01,Part of the whole plan is also eliminating chronic homelessness in Canada.There are a number of new measures that we have included in the budget.,EN,parliament
30553,441321HAN321-12776518,2024-05-30,"Les conservateurs vont abolir la taxe, nous allons construire des logements, nous allons redresser le budget et nous allons faire échec au crime.",FR,parliament
6491,www_cbc_ca_news_business_bank-of-canada-key-interest-rate-june-5-1_7225076_20240606_062430,2024-06-06,"RBC, Scotiabank, BMO, TD Bank and CIBC had cut their prime lending rates to 6.95 per cent from 7.20 per cent as of 3 p.m.",EN,headlines
28385,441342HAN342-12878008,2024-09-24,"The good news is that in August, inflation fell to 2%.",EN,parliament
30836,441388HAN388-13067235,2024-12-12,"Avec une équipe engagée et bienveillante, l'ACEF de Longueuil se démarque par son approche humaine et personnalisée.",FR,parliament
29792,441326HAN326-12803167,2024-06-06,Those wacko talking points show just how desperate the NDP-Liberals are to cover up the true costs of the carbon tax.,EN,parliament
10930,www_ledevoir_com_societe_sante_815856_quebecois-detresse-ont-plus-plus-recours-811_20240703_041345,2024-07-03,"Les statistiques ne disent pas « si les gens ont obtenu une réponse », « s’ils ont été satisfaits de la réponse, est-ce qu’ils ont été référés vers un service et si c’était le bon service », avance la présidente de l’Ordre des psychologues.",FR,headlines
14115,www_ledevoir_com_monde_etats-unis_824535_je-veux-trump-militarise-frontiere-nord_20241128_092327,2024-11-28,"« Oui, c’est rendu qu’ils traversent en voiture », soupire-t-il.",FR,headlines
224,www_cbc_ca_news_canada_hamilton_fort-erie-home-1_7331637_20240925_102359,2024-09-25,Marina Homes' Fort Erie development is listed on the Ontario Builder Registry as Marina (Green Acres) Development Inc.,EN,headlines
21768,441285HAN285-12602767,2024-02-26,"A boat filled with asbestos is being broken apart in sensitive fish and shellfish habitats, which could cause irrevocable harm and cost 500 people their jobs.",EN,parliament
21638,441305HAN305-12706178,2024-04-30,That is what Stephen Harper said in 2015.,EN,parliament
14845,www_lapresse_ca_actualites_justice-et-faits-divers_2024-10-04_vieux-montreal_un-important-incendie-aurait-fait-deux-morts_php_20241004_153338,2024-10-04,"« Les bâtiments sont vieux, ça brûlait vite.",FR,headlines
17404,www_journaldemontreal_com_2024_09_03_le-ministre-pierre-fitzgibbon-quitte-ses-fonctions_20240903_195326,2024-09-03,"À l’ajournement des derniers travaux parlementaires en juin, le premier ministre aurait demandé à son ministre de l’Économie de répondre à la question suivante : «vas-tu terminer ton mandat ou non?».",FR,headlines
13607,www_ledevoir_com_societe_820750_sous-bombes-charbel-nassif-attend-feu-vert-canada-depuis-deux-ans_20240928_080353,2024-09-28,"« On comprend que le Canada a le devoir de protéger ses intérêts et la sécurité nationale », expose l’avocat en immigration Maxime Lapointe, qui a eu connaissance de ce dossier sans pouvoir y faire grand-chose.",FR,headlines
11662,ici_radio-canada_ca_nouvelle_2122123_cop29-climat-accord-financier-pays-onu-changements-climatiques_20241125_005354,2024-11-25,"Cette somme, pouvant être versée sous forme de prêts ou de dons, doit servir à la transition énergétique et à l’adaptation aux effets des changements climatiques des pays du Sud.",FR,headlines
30182,441334HAN334-12835194,2024-06-18,"Il ne veut pas obtenir sa cote de sécurité lui permettant d'avoir accès aux informations classifiées, parce qu'il préfère, lui, juste faire des attaques partisanes.",FR,parliament
18939,www_journaldemontreal_com_2024_12_23_bill-clinton-hospitalise-en-raison-dune-fievre_20241223_233326,2024-12-23,"Celui qui a été le 42e président des États-Unis devrait être de retour à la maison d'ici Noël, a également laissé entendre M.",FR,headlines
23617,441297HAN297-12666502,2024-04-10,Military families already have an abnormal amount of stress in their life.,EN,parliament
32561,441307HAN307-12713265,2024-05-02,Il devrait songer à se joindre à une troupe de théâtre un beau jour.Pourquoi ne pas toutes les exploiter?,FR,parliament
30108,441306HAN306-12709224,2024-05-01,Le fait que quelqu'un a délibérément supprimé des bleus des mots qui ont une grande importance ne peut pas être débattu ni contesté.,FR,parliament
22689,441388HAN388-13066957,2024-12-12,The petitioners are calling for the Government of Canada to recognize the use of sound moderators as hearing protection devices in Canada.,EN,parliament
18976,ici_radio-canada_ca_nouvelle_2085391_pdg-reseau-sante-quebec-partis-pandemie_20240710_103355,2024-07-10,"La vaste majorité des PDG des établissements de santé du Québec ont quitté leur poste depuis le début de la pandémie, révèle un recensement réalisé par Radio-Canada.",FR,headlines
3257,vancouversun_com_news_prospective-buyer-burnaby-home-multi-unit-property-hitch_20240813_181408,2024-08-13,Postmedia has asked the B.C.,EN,headlines
17465,www_lapresse_ca_elections-americaines_2024-09-08_comment-elon-musk-influence-donald-trump_php_20240908_044359,2024-09-08,"Dans un discours prononcé à l’Economic Club de New York, M.",FR,headlines
10455,www_tvanouvelles_ca_2024_06_05_sondage-leger-quebecor--la-caq-remonte-le-pq-stagne-dans-les-intentions-de-vote_20240605_122343,2024-06-05,"«Bientôt, le parti des jeunes ne sera plus le parti de QS.",FR,headlines
27008,441305HAN305-12706335,2024-04-30,One of the key resolutions of the summit was the commitment of Transport Canada to work with public safety partners to identify cargo-handling risks through targeted security assessments of port facilities.,EN,parliament
15155,www_tvanouvelles_ca_2024_08_01_un-homme-poignarde-en-pleine-rue-apres-avoir-ete-suivi-depuis-un-maxi-a-saint-jerome_20240802_030330,2024-08-02,Plusieurs témoins ont affirmé que la victime avait trois plaies à l’abdomen en raison des coups de couteau assénés par l’inconnu.,FR,headlines
294,vancouversun_com_news_tactical-evacuations-as-b-c-interior-wildfire-grows-minister_20240718_213330,2024-07-18,Support us by subscribing today: The Vancouver Sun | The Province.,EN,headlines
37436,441283HAN283-12591241,2024-02-15,"Quand des ministres libéraux font des nominations politiques, ils ne font que des nominations unilingues anglaises.",FR,parliament
4545,www_cbc_ca_news_politics_ukraine-russia-kursk-putin-1_7298943_20240820_142436,2024-08-20,"Hodges said the Russian defence industry is producing nothing close to what's needed and Moscow seems to be relying on materiel from China, Iran and North Korea.",EN,headlines
36527,441338HAN338-12861015,2024-09-18,"Conformément à l’article 38 du règlement, je dois faire connaître à la Chambre les questions qu’elle abordera lors de l’ajournement ce soir, à savoir: l’honorable député d’Oxford, La santé mentale et les dépendances; l’honorable député de Mission-Matsqui-Fraser Canyon, La fiscalité; l’honorable députée de Nunavut, Les affaires du Nord.",FR,parliament
10498,ici_radio-canada_ca_info_en-direct_1011763_convention-republicaine-donald-trump-jd-vance_20240717_013331,2024-07-17,"Trump lors des primaires de cette année et ne figurait pas initialement sur la liste des orateurs, mais elle a confirmé qu'elle prendrait la parole à l'événement de Milwaukee quelques heures après la tentative d'assassinat.",FR,headlines
36412,441351HAN351-12914240,2024-10-08,Il n'est pas trop tard.,FR,parliament
410,www_theglobeandmail_com_arts_article-taylor-swift-toronto-eras-tour-live-updates__20241115_040339,2024-11-15,"Here, two hours before Swift’s headlining set, fans are streaming in.",EN,headlines
30430,441390HAN390-13072670,2024-12-16,"Cela a coûté, je pense, 1,6 milliard de dollars au Trésor public.",FR,parliament
29613,441363HAN363-12967995,2024-10-31,My province is known globally for its environmental stewardship and innovation.,EN,parliament
26957,441283HAN283-12592423,2024-02-15,"I think of Canadian Forces veteran, Christine Gauthier, a five-time world champion at the paralympics, who testified that when she requested help from the Department of Veterans Affairs, she was offered MAID.",EN,parliament
38074,441297HAN297-12666309,2024-04-10,"Madame la Présidente, la tradition à la Chambre veut que la personne qui a posé la question puisse soulever la question de privilège.",FR,parliament
10934,www_lapresse_ca_elections-americaines_2024-07-16_la-presse-a-milwaukee_l-unite-regne-meme-chez-les-anciens-rivaux-de-trump_php_20240717_061334,2024-07-17,Je ne pense pas que les électeurs de Haley s’en soucieront.,FR,headlines
21441,441337HAN337-12859784,2024-09-17,We have to do something about this situation.,EN,parliament
16561,www_journaldemontreal_com_2024_08_22_harris-a-quelques-heures-du-discours-le-plus-important-de-sa-vie_20240823_064326,2024-08-23,"Ce n'est en rien une garantie de victoire, à 74 jours d'un scrutin qui se jouera certainement, comme en 2016 et 2020, dans une poignée d’États clés.",FR,headlines
